folderCode,rootSet,rootSelection,setFile,nodeId,nodeType,lineCount,payloadPreview,detectedPrefixes,mappedCategory,mappedSubcategory,mappedSubmenu,chosenPrefix,notes
Srra,SrrA.set,Srra1,SrrA2.set,Srra2,set_node,28,16 | 150# | RF | STD | 6,SrrA | Srra,,,,,
Srra,SrrA.set,Srra1,SrrA3.set,Srra3,set_node,28,16 | 150# | RF | STD | 6,SrrA | Srra,,,,,
Srra,SrrA.set,Srra1,SrrA4.set,Srra4,set_node,28,16 | 150# | RF | STD | 6,SrrA | Srra,,,,,
Srrb,Srrb.set,Srrb1,Srrb1.set,Srrb1,set_node,28,16 | 150# | RF | STD | 6,Srrb,,,,,
Srrb,Srrb.set,Srrb1,Srrb2.set,Srrb2,set_node,28,16 | 150# | RF | STD | 6,Srrb,,,,,
Srrb,Srrb.set,Srrb1,Srrb3.set,Srrb3,set_node,28,16 | 150# | RF | STD | 6,Srrb,,,,,
Srrb,Srrb.set,Srrb1,Srrb4.set,Srrb4,set_node,13,16 | 150# | RF | STD | 6,Srrb,,,,,
Srrc,Srrc.set,Srrc1,Srrc1.set,Srrc1,set_node,28,16 | 150# | RF | STD | 6,Srrc,,,,,
Srrd,Srrd.set,Srrd1,Srrd1.set,Srrd1,set_node,28,16 | 150# | RF | STD | 6,Srrd,,,,,
Srre,Srre.set,Srre1,Srre1.set,Srre1,set_node,28,16 | 150# | RF | STD | 6,Srre,,,,,
Vlbw,Vlbw.set,Vlbw1,Vlbw1.set,Vlbw1,set_node,28,16 | 300# | RF | STD | 6,Vlbw | vlbw,,,,,
Vlbw,Vlbw.set,Vlbw1,Vlbw2.set,Vlbw2,set_node,28,16 | 300# | RF | STD | 6,Vlbw | vlbw,,,,,
Vlbw,Vlbw.set,Vlbw1,Vlbw3.set,Vlbw3,set_node,28,16 | 300# | RF | STD | 6,Vlbw | vlbw,,,,,
Vlbw,Vlbw.set,Vlbw1,Vlbw4.set,Vlbw4,set_node,28,16 | 300# | RF | STD | 6,Vlbw | vlbw,,,,,
Vlfl,Vlfl.set,Vlfl1,Vlfl1.set,Vlfl1,set_node,28,16 | 300# | RF | STD | 6,PSV | vlbw | vlfl | Vlfl | VLFL | VLV | Vlv,,,,,
Vlfl,Vlfl.set,Vlfl1,Vlfl2.set,Vlfl2,set_node,28,16 | 300# | RF | STD | 6,PSV | vlbw | vlfl | Vlfl | VLFL | VLV | Vlv,,,,,
Vlfl,Vlfl.set,Vlfl1,Vlfl3.set,Vlfl3,set_node,28,16 | 300# | RF | STD | 6,PSV | vlbw | vlfl | Vlfl | VLFL | VLV | Vlv,,,,,
Vlfl,Vlfl.set,Vlfl1,Vlfl4.set,Vlfl4,set_node,28,16 | 300# | RF | STD | 6,PSV | vlbw | vlfl | Vlfl | VLFL | VLV | Vlv,,,,,
Vlfl,Vlfl.set,Vlfl1,Vlfl5.set,Vlfl5,set_node,28,16 | 300# | RF | STD | 6,PSV | vlbw | vlfl | Vlfl | VLFL | VLV | Vlv,,,,,
Vlfl,Vlfl.set,Vlfl1,Vlfl6.set,Vlfl6,set_node,28,16 | 300# | RF | STD | 6,PSV | vlbw | vlfl | Vlfl | VLFL | VLV | Vlv,,,,,
Vlfl,Vlfl.set,Vlfl1,Vlfl7.set,Vlfl7,set_node,28,16 | 300# | RF | STD | 6,PSV | vlbw | vlfl | Vlfl | VLFL | VLV | Vlv,,,,,
Vlfl,Vlfl.set,Vlfl1,Vlfl8.set,Vlfl8,set_node,28,16 | 300# | RF | STD | 6,PSV | vlbw | vlfl | Vlfl | VLFL | VLV | Vlv,,,,,
Vlsc,Vlsc.set,Vlsc1,Vlsc1.set,Vlsc1,set_node,28,16 | 300# | RF | STD | 6,Vlsc | vlsc,,,,,
Vlsc,Vlsc.set,Vlsc1,Vlsc2.set,Vlsc2,set_node,28,16 | 300# | RF | STD | 6,Vlsc | vlsc,,,,,
Vlsc,Vlsc.set,Vlsc1,Vlsc3.set,Vlsc3,set_node,28,16 | 300# | RF | STD | 6,Vlsc | vlsc,,,,,
Vlsc,Vlsc.set,Vlsc1,Vlsc4.set,Vlsc4,set_node,28,16 | 300# | RF | STD | 6,Vlsc | vlsc,,,,,
Vlsc,Vlsc.set,Vlsc1,Vlsc5.set,Vlsc5,set_node,28,16 | 300# | RF | STD | 6,Vlsc | vlsc,,,,,
Vlsw,Vlsw.set,Vlsw1,Vlsw1.set,Vlsw1,set_node,28,16 | 300# | RF | STD | 6,Vlsw | vlsw,,,,,
Vlsw,Vlsw.set,Vlsw1,Vlsw2.set,Vlsw2,set_node,28,16 | 300# | RF | STD | 6,Vlsw | vlsw,,,,,
Vlsw,Vlsw.set,Vlsw1,Vlsw3.set,Vlsw3,set_node,28,16 | 300# | RF | STD | 6,Vlsw | vlsw,,,,,
Vlsw,Vlsw.set,Vlsw1,Vlsw4.set,Vlsw4,set_node,28,16 | 300# | RF | STD | 6,Vlsw | vlsw,,,,,
Vlsw,Vlsw.set,Vlsw1,Vlsw5.set,Vlsw5,set_node,28,16 | 300# | RF | STD | 6,Vlsw | vlsw,,,,,
Wbol,Wbol.set,Wbol1,Wbol1.set,Wbol1,set_node,28,16 | 300# | RF | STD | 6,Elboflange | EOL | Latroflange | LOL | Nipoflange | SOL | TOL | Wbol | wbol | Weldoflange | WOL | WOLSTD | WOLXS | WOLXXS,,,,,
Wbol,Wbol.set,Wbol1,Wbol2.set,Wbol2,set_node,28,16 | 300# | RF | STD | 6,Elboflange | EOL | Latroflange | LOL | Nipoflange | SOL | TOL | Wbol | wbol | Weldoflange | WOL | WOLSTD | WOLXS | WOLXXS,,,,,
Wbol,Wbol.set,Wbol1,Wbol3.set,Wbol3,set_node,28,16 | 300# | RF | STD | 6,Elboflange | EOL | Latroflange | LOL | Nipoflange | SOL | TOL | Wbol | wbol | Weldoflange | WOL | WOLSTD | WOLXS | WOLXXS,,,,,
Wbol,Wbol.set,Wbol1,Wbol4.set,Wbol4,set_node,28,16 | 300# | RF | STD | 6,Elboflange | EOL | Latroflange | LOL | Nipoflange | SOL | TOL | Wbol | wbol | Weldoflange | WOL | WOLSTD | WOLXS | WOLXXS,,,,,
Wbol,Wbol.set,Wbol1,Wbol5.set,Wbol5,set_node,28,16 | 300# | RF | STD | 6,Elboflange | EOL | Latroflange | LOL | Nipoflange | SOL | TOL | Wbol | wbol | Weldoflange | WOL | WOLSTD | WOLXS | WOLXXS,,,,,
Wbol,Wbol.set,Wbol1,Wbol6.set,Wbol6,set_node,28,16 | 300# | RF | STD | 6,Elboflange | EOL | Latroflange | LOL | Nipoflange | SOL | TOL | Wbol | wbol | Weldoflange | WOL | WOLSTD | WOLXS | WOLXXS,,,,,
Wbol,Wbol.set,Wbol1,Wbol7.set,Wbol7,set_node,28,16 | 300# | RF | STD | 6,Elboflange | EOL | Latroflange | LOL | Nipoflange | SOL | TOL | Wbol | wbol | Weldoflange | WOL | WOLSTD | WOLXS | WOLXXS,,,,,
Wbol,Wbol.set,Wbol1,Wbol8.set,Wbol8,set_node,28,16 | 300# | RF | STD | 6,Elboflange | EOL | Latroflange | LOL | Nipoflange | SOL | TOL | Wbol | wbol | Weldoflange | WOL | WOLSTD | WOLXS | WOLXXS,,,,,
Wbol,Wbol.set,Wbol1,Wbol9.set,Wbol9,set_node,28,16 | 300# | RF | STD | 6,Elboflange | EOL | Latroflange | LOL | Nipoflange | SOL | TOL | Wbol | wbol | Weldoflange | WOL | WOLSTD | WOLXS | WOLXXS,,,,,
Wbol,Wbol.set,Wbol1,Wbol10.set,Wbol10,set_node,28,16 | 300# | RF | STD | 6,Elboflange | EOL | Latroflange | LOL | Nipoflange | SOL | TOL | Wbol | wbol | Weldoflange | WOL | WOLSTD | WOLXS | WOLXXS,,,,,
Wbol,Wbol.set,Wbol1,Wbol11.set,Wbol11,set_node,28,16 | 300# | RF | STD | 6,Elboflange | EOL | Latroflange | LOL | Nipoflange | SOL | TOL | Wbol | wbol | Weldoflange | WOL | WOLSTD | WOLXS | WOLXXS,,,,,
Wbol,Wbol.set,Wbol1,Wbol12.set,Wbol12,set_node,28,16 | 300# | RF | STD | 6,Elboflange | EOL | Latroflange | LOL | Nipoflange | SOL | TOL | Wbol | wbol | Weldoflange | WOL | WOLSTD | WOLXS | WOLXXS,,,,,
Wbol,Wbol.set,Wbol1,Wbol13.set,Wbol13,set_node,28,16 | 300# | RF | STD | 6,Elboflange | EOL | Latroflange | LOL | Nipoflange | SOL | TOL | Wbol | wbol | Weldoflange | WOL | WOLSTD | WOLXS | WOLXXS,,,,,
Wbpi,Wbpi.set,Wbpi1,Wbpi1.set,Wbpi1,set_node,28,16 | 300# | RF | STD | 6,bwlPipt | pipt | SocketweldedElbowPipet | SocketweldedLateralPipet | SocketWeldedPipet | SocklPipt | thdlPipt | ThreadedElbowPipet | ThreadedLateralPipet | ThreadedPipet | Wbpi | wbpi,,,,,
Wbpi,Wbpi.set,Wbpi1,Wbpi2.set,Wbpi2,set_node,28,16 | 300# | RF | STD | 6,bwlPipt | pipt | SocketweldedElbowPipet | SocketweldedLateralPipet | SocketWeldedPipet | SocklPipt | thdlPipt | ThreadedElbowPipet | ThreadedLateralPipet | ThreadedPipet | Wbpi | wbpi,,,,,
Wbpi,Wbpi.set,Wbpi1,Wbpi3.set,Wbpi3,set_node,28,16 | 300# | RF | STD | 6,bwlPipt | pipt | SocketweldedElbowPipet | SocketweldedLateralPipet | SocketWeldedPipet | SocklPipt | thdlPipt | ThreadedElbowPipet | ThreadedLateralPipet | ThreadedPipet | Wbpi | wbpi,,,,,
Wbpi,Wbpi.set,Wbpi1,Wbpi4.set,Wbpi4,set_node,28,16 | 300# | RF | STD | 6,bwlPipt | pipt | SocketweldedElbowPipet | SocketweldedLateralPipet | SocketWeldedPipet | SocklPipt | thdlPipt | ThreadedElbowPipet | ThreadedLateralPipet | ThreadedPipet | Wbpi | wbpi,,,,,
Wbpi,Wbpi.set,Wbpi1,Wbpi5.set,Wbpi5,set_node,28,16 | 300# | RF | STD | 6,bwlPipt | pipt | SocketweldedElbowPipet | SocketweldedLateralPipet | SocketWeldedPipet | SocklPipt | thdlPipt | ThreadedElbowPipet | ThreadedLateralPipet | ThreadedPipet | Wbpi | wbpi,,,,,
Wbpi,Wbpi.set,Wbpi1,Wbpi6.set,Wbpi6,set_node,28,16 | 300# | RF | STD | 6,bwlPipt | pipt | SocketweldedElbowPipet | SocketweldedLateralPipet | SocketWeldedPipet | SocklPipt | thdlPipt | ThreadedElbowPipet | ThreadedLateralPipet | ThreadedPipet | Wbpi | wbpi,,,,,
Wbpi,Wbpi.set,Wbpi1,Wbpi7.set,Wbpi7,set_node,28,16 | 300# | RF | STD | 6,bwlPipt | pipt | SocketweldedElbowPipet | SocketweldedLateralPipet | SocketWeldedPipet | SocklPipt | thdlPipt | ThreadedElbowPipet | ThreadedLateralPipet | ThreadedPipet | Wbpi | wbpi,,,,,
Wbpi,Wbpi.set,Wbpi1,Wbpi8.set,Wbpi8,set_node,28,16 | 300# | RF | STD | 6,bwlPipt | pipt | SocketweldedElbowPipet | SocketweldedLateralPipet | SocketWeldedPipet | SocklPipt | thdlPipt | ThreadedElbowPipet | ThreadedLateralPipet | ThreadedPipet | Wbpi | wbpi,,,,,
Wbpi,Wbpi.set,Wbpi1,Wbpi9.set,Wbpi9,set_node,28,16 | 300# | RF | STD | 6,bwlPipt | pipt | SocketweldedElbowPipet | SocketweldedLateralPipet | SocketWeldedPipet | SocklPipt | thdlPipt | ThreadedElbowPipet | ThreadedLateralPipet | ThreadedPipet | Wbpi | wbpi,,,,,
Wbpi,Wbpi.set,Wbpi1,Wbpi10.set,Wbpi10,set_node,28,16 | 300# | RF | STD | 6,bwlPipt | pipt | SocketweldedElbowPipet | SocketweldedLateralPipet | SocketWeldedPipet | SocklPipt | thdlPipt | ThreadedElbowPipet | ThreadedLateralPipet | ThreadedPipet | Wbpi | wbpi,,,,,
Wbpi,Wbpi.set,Wbpi1,Wbpi11.set,Wbpi11,set_node,28,16 | 300# | RF | STD | 6,bwlPipt | pipt | SocketweldedElbowPipet | SocketweldedLateralPipet | SocketWeldedPipet | SocklPipt | thdlPipt | ThreadedElbowPipet | ThreadedLateralPipet | ThreadedPipet | Wbpi | wbpi,,,,,
Wbpi,Wbpi.set,Wbpi1,Wbpi12.set,Wbpi12,set_node,28,16 | 300# | RF | STD | 6,bwlPipt | pipt | SocketweldedElbowPipet | SocketweldedLateralPipet | SocketWeldedPipet | SocklPipt | thdlPipt | ThreadedElbowPipet | ThreadedLateralPipet | ThreadedPipet | Wbpi | wbpi,,,,,
